"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","2001825000","Manufacturing of wheat flour (excluding flour mixes)","00","Total for all sectors","All establishments","156","5,581,420","100.0","30% to less than 40%","3.0"
"United States","2017","2001835000","Manufacturing of wheat mill products, excluding flour and feed","00","Total for all sectors","All establishments","30","491,903","100.0","30% to less than 40%","16.3"
"United States","2017","2001850000","Manufacturing of milled rice (including second heads, screenings, brewers, bran, sharps, rice flour, residues, and byproducts)","00","Total for all sectors","All establishments","62","1,679,603","100.0","10% to less than 20%","2.9"
"United States","2017","2001875000","Manufacturing of corn mill products, for human consumption","00","Total for all sectors","All establishments","64","1,544,899","100.0","20% to less than 30%","9.4"
"United States","2017","2001900000","Manufacturing of other grain mill flour products","00","Total for all sectors","All establishments","42","720,038","100.0","10% to less than 20%","7.6"
"United States","2017","2001925000","Manufacturing of corn sweeteners","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2001950000","Manufacturing of starch, including unmodified and modified corn, potato, rice, and wheat starch and dextrin","00","Total for all sectors","All establishments","64","2,700,469","100.0","20% to less than 30%","4.7"
"United States","2017","2001975000","Manufacturing of wet process corn byproducts","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2002000000","Manufacturing of soybean cake, meal, flour, grits, and other byproducts","00","Total for all sectors","All establishments","104","15,028,695","100.0","Less than 10%","0.4"
"United States","2017","2002025000","Manufacturing of cottonseed cake, meal, and other byproducts","00","Total for all sectors","All establishments","16","353,200","100.0","30% to less than 40%","13.9"
"United States","2017","2002050000","Manufacturing of other vegetable oil mill products (excluding oils and products for animal feed), including linseed, peanut, sunflower seed, and all other oilseed cake and meal","00","Total for all sectors","All establishments","23","2,980,114","100.0","Less than 10%","0.4"
"United States","2017","2002075000","Manufacturing of crude and partially refined corn oil","00","Total for all sectors","All establishments","151","1,054,814","100.0","Less than 10%","1.5"
"United States","2017","2002100000","Manufacturing of crude soybean oil, degummed","00","Total for all sectors","All establishments","48","4,426,561","100.0","Less than 10%","3.0"
"United States","2017","2002125000","Manufacturing of soybean oil, other types","00","Total for all sectors","All establishments","113","4,272,995","100.0","10% to less than 20%","5.5"
"United States","2017","2002150000","Manufacturing of crude cottonseed oil","00","Total for all sectors","All establishments","10","256,501","100.0","40% to less than 50%","9.6"
"United States","2017","2002175000","Manufacturing of cottonseed oil, once-refined (after alkali or caustic wash but before deodorizing or use in end products)","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2002200000","Manufacturing of other crude and partially refined oils","00","Total for all sectors","All establishments","24","1,486,644","100.0","10% to less than 20%","0.7"
"United States","2017","2002225000","Manufacturing of vegetable oils, once-refined and deodorized only","00","Total for all sectors","All establishments","51","3,568,044","100.0","10% to less than 20%","7.6"
"United States","2017","2002250000","Manufacturing of fully refined fats and oils","00","Total for all sectors","All establishments","120","5,491,400","100.0","10% to less than 20%","8.3"
"United States","2017","2002275000","Manufacturing of margarine, butter blends, and butter substitutes","00","Total for all sectors","All establishments","46","2,163,152","100.0","30% to less than 40%","4.5"
"United States","2017","2002300000","Manufacturing of lard","00","Total for all sectors","All establishments","80","204,681","100.0","Less than 10%","2.1"
"United States","2017","2002310000","Manufacturing of milk chocolate coatings","00","Total for all sectors","All establishments","85","119,153","100.0","10% to less than 20%","2.3"
"United States","2017","2002325000","Manufacturing of sweet and liquor chocolate coatings","00","Total for all sectors","All establishments","43","143,918","100.0","Less than 10%","0.9"
"United States","2017","2002350000","Manufacturing of confectionery coatings (made chiefly from cocoa and fats (excluding coatings made from cocoa butter)), including ice cream coatings","00","Total for all sectors","All establishments","13","233,004","100.0","Less than 10%","2.9"
"United States","2017","2002400000","Manufacturing of sweetened chocolate, excluding coatings","00","Total for all sectors","All establishments","93","1,326,861","100.0","Less than 10%","1.0"
"United States","2017","2002425000","Manufacturing of unsweetened chocolate and sweetened and unsweetened cocoa powder, excluding coatings","00","Total for all sectors","All establishments","56","581,943","100.0","Less than 10%","4.8"
"United States","2017","2002450000","Manufacturing of cocoa butter, liquor, and cocoa base chocolate syrup","00","Total for all sectors","All establishments","26","404,724","100.0","Less than 10%","0.9"
"United States","2017","2002475000","Manufacturing of chocolate candy and chocolate-type confectionery products","00","Total for all sectors","All establishments","1,559","13,234,319","100.0","10% to less than 20%","0.5"
"United States","2017","2002500000","Manufacturing of nonchocolate-type bar goods, granola bars, package goods, specialties, etc.","00","Total for all sectors","All establishments","D","D","D","D","D"
"United States","2017","2002525000","Manufacturing of other nonchocolate confectionary-type products, such as glace, candied, and crystallized fruits, fruit peels, nuts, marshmallow cream, and cough drops (excluding pharmaceutical-type)","00","Total for all sectors","All establishments","212","430,729","100.0","10% to less than 20%","12.6"
"United States","2017","2002550000","Manufacturing of chewing gum, bubble gum, and chewing gum base","00","Total for all sectors","All establishments","77","2,313,588","100.0","Less than 10%","2.7"
"United States","2017","2002575000","Manufacturing of frozen fruits","00","Total for all sectors","All establishments","60","1,249,491","100.0","Less than 10%","0.2"
"United States","2017","2002600000","Manufacturing of frozen vegetables, other than potato products, including frozen vegetables packaged with pasta","00","Total for all sectors","All establishments","105","4,193,680","100.0","Less than 10%","0.3"
"United States","2017","2002625000","Manufacturing of frozen potato products (French-fried, patties, puffs, etc.)","00","Total for all sectors","All establishments","47","5,052,407","100.0","Less than 10%","0.0"
"United States","2017","2002650000","Manufacturing of canned fruits, including canned fruit pie fillings, excluding baby foods","00","Total for all sectors","All establishments","194","3,670,997","100.0","30% to less than 40%","12.2"
"United States","2017","2002675000","Manufacturing of canned vegetables","00","Total for all sectors","All establishments","204","4,503,899","100.0","20% to less than 30%","9.7"
"United States","2017","2002700000","Manufacturing of canned tomato-based sauces, including canned salsa, chili sauce, and barbecue sauce, excluding catsup","00","Total for all sectors","All establishments","276","3,846,900","100.0","10% to less than 20%","11.4"
"United States","2017","2002725000","Manufacturing of canned jams, jellies, and preserves, including canned fruit butter","00","Total for all sectors","All establishments","111","1,947,761","100.0","30% to less than 40%","19.2"
"United States","2017","2002750000","Manufacturing of peanut butter and other nut butters","00","Total for all sectors","All establishments","164","1,280,997","100.0","20% to less than 30%","9.3"
"United States","2017","2002775000","Manufacturing of pickles and other pickled products, including horseradish (except sauce) and bulk unfinished pickled products","00","Total for all sectors","All establishments","135","1,595,095","100.0","30% to less than 40%","18.2"
"United States","2017","2002800000","Manufacturing of dried and dehydrated fruits and vegetables, including freeze-dried","00","Total for all sectors","All establishments","227","4,118,270","100.0","10% to less than 20%","2.9"
